,Unnamed: 0,Product,Type,Release Date,Process Size (nm),TDP (W),Die Size (mm^2),Transistors (million),Freq (MHz),Foundry,Vendor
248,248,Intel Pentium G2100T,CPU,2012-09-03,22.0,35.0,94.0,,2600.0,Intel,Intel
249,249,AMD Sempron 2600+,CPU,2004-07-28,90.0,62.0,,63.0,1600.0,Unknown,AMD
250,250,Intel Pentium 4 HT 660,CPU,2005-02-20,90.0,84.0,109.0,169.0,3600.0,Intel,Intel
251,251,AMD Athlon Gold PRO 3150GE,CPU,2020-07-21,12.0,35.0,,,3500.0,GF,AMD
252,252,Intel Core i7-10750H,CPU,2020-04-02,14.0,45.0,,,2600.0,Intel,Intel
253,253,Intel Celeron 887,CPU,2012-09-01,32.0,17.0,131.0,504.0,1500.0,Intel,Intel
254,254,AMD A8-3550MX,CPU,2011-12-20,32.0,45.0,228.0,1178.0,2000.0,Unknown,AMD
255,255,Intel Xeon E-2124,CPU,2018-05-31,14.0,72.0,126.0,1400.0,3400.0,Intel,Intel
256,256,AMD Phenom II X4 830,CPU,2009-09-01,45.0,95.0,258.0,758.0,2800.0,Unknown,AMD
257,257,AMD Athlon II X2 250,CPU,2009-06-02,45.0,65.0,117.0,410.0,3000.0,Unknown,AMD
258,258,AMD FX-6200,CPU,2012-02-27,32.0,125.0,315.0,1200.0,3800.0,Unknown,AMD
259,259,AMD Opteron 848,CPU,2004-05-18,130.0,89.0,193.0,106.0,2200.0,Unknown,AMD
260,260,AMD Phenom X4 9350e,CPU,2008-07-01,65.0,65.0,285.0,450.0,2000.0,Unknown,AMD
261,261,Intel Pentium B980,CPU,2012-09-01,32.0,35.0,131.0,504.0,2400.0,Intel,Intel
262,262,AMD Athlon II X4 635,CPU,2010-01-25,45.0,95.0,169.0,300.0,2900.0,Unknown,AMD
263,263,Intel Celeron B810,CPU,2011-03-01,32.0,35.0,131.0,504.0,1600.0,Intel,Intel
264,264,Intel A100,CPU,2007-06-01,90.0,3.0,66.0,176.0,600.0,Intel,Intel
265,265,AMD Opteron X1150,CPU,2013-05-29,28.0,17.0,,,2000.0,Unknown,AMD
266,266,Intel Core i9-9820X,CPU,2018-10-19,14.0,165.0,,,3300.0,Intel,Intel
267,267,AMD A12-9800E,CPU,2017-07-27,28.0,35.0,246.0,1178.0,3100.0,Unknown,AMD
268,268,Intel Xeon Phi SE10P,CPU,2012-11-12,22.0,300.0,350.0,5000.0,1100.0,Intel,Intel
269,269,Intel Core 2 Duo E6750,CPU,2007-07-01,65.0,65.0,143.0,291.0,2667.0,Intel,Intel
270,270,Intel Core i7-990X,CPU,2011-02-24,32.0,130.0,239.0,1170.0,3466.0,Intel,Intel
271,271,Intel Core i5-9400,CPU,2018-10-19,14.0,65.0,,,2900.0,Intel,Intel
272,272,Intel Core 2 Duo E4300,CPU,2006-07-27,65.0,65.0,111.0,167.0,1800.0,Intel,Intel
273,273,AMD A4-1250,CPU,2013-05-23,32.0,8.0,246.0,1178.0,1000.0,Unknown,AMD
274,274,Intel Pentium 4 HT 2.80,CPU,2003-05-21,130.0,70.0,131.0,55.0,2800.0,Intel,Intel
275,275,AMD Ryzen 7 1700X,CPU,2017-03-02,14.0,95.0,192.0,4800.0,3400.0,GF,AMD
276,276,AMD A6-3650,CPU,2011-06-30,32.0,100.0,228.0,1178.0,2600.0,Unknown,AMD
277,277,AMD Ryzen Embedded V1605B,CPU,2018-02-21,14.0,15.0,210.0,4950.0,2000.0,GF,AMD
278,278,Intel Pentium 4 HT 620,CPU,2005-02-20,90.0,84.0,135.0,169.0,2800.0,Intel,Intel
279,279,Intel Core 2 Duo T5600,CPU,2006-07-27,65.0,35.0,143.0,,1833.0,Intel,Intel
280,280,AMD Athlon 64 LE-1640,CPU,2009-01-07,90.0,45.0,3.0,154.0,2600.0,Unknown,AMD
281,281,AMD Sempron 2800+,CPU,2004-07-28,90.0,25.0,,63.0,1600.0,Unknown,AMD
282,282,AMD A10-5800B,CPU,2012-10-02,32.0,100.0,246.0,1178.0,3800.0,Unknown,AMD
283,283,Intel Core Solo T1200,CPU,2006-01-05,65.0,27.0,90.0,151.0,1500.0,Intel,Intel
284,284,Intel Xeon Phi 7285,CPU,2017-12-01,14.0,250.0,,8000.0,1300.0,Intel,Intel
285,285,AMD Athlon 64 3800+,CPU,2004-06-01,130.0,89.0,144.0,69.0,2400.0,Unknown,AMD
286,286,Intel Xeon Phi 31S1P,CPU,2013-06-17,22.0,270.0,350.0,5000.0,1100.0,Intel,Intel
287,287,AMD Opteron 144,CPU,2005-08-02,90.0,67.0,,106.0,1800.0,Unknown,AMD
288,288,Intel Xeon MP 7040 Dual-Core,CPU,2005-12-01,90.0,135.0,213.0,200.0,3000.0,Intel,Intel
289,289,Intel Pentium 4 2.80,CPU,2002-08-25,130.0,110.0,146.0,55.0,2793.0,Intel,Intel
290,290,AMD Phenom II X2 B57,CPU,2010-05-11,45.0,80.0,258.0,758.0,3200.0,Unknown,AMD
291,291,Intel Celeron G1840T,CPU,2014-05-01,22.0,54.0,177.0,1400.0,2500.0,Intel,Intel
292,292,Intel Core i3-3120M,CPU,2012-09-30,22.0,35.0,118.0,,2500.0,Intel,Intel
293,293,AMD EPYC 7402,CPU,2019-08-07,7.0,180.0,74.0,3800.0,2800.0,TSMC,AMD
294,294,Intel Core i7-11700T,CPU,2021-03-16,14.0,35.0,,,1400.0,Intel,Intel
295,295,Intel Pentium 4 1.9,CPU,2001-08-27,180.0,69.0,217.0,42.0,1900.0,Intel,Intel
296,296,AMD Opteron 6284 SE,CPU,2012-05-01,32.0,140.0,316.0,2400.0,2700.0,Unknown,AMD
297,297,AMD Turion X2 RM-74,CPU,2008-12-01,65.0,35.0,,,2200.0,Unknown,AMD
298,298,AMD Opteron 4340,CPU,2012-12-04,32.0,95.0,315.0,1200.0,3500.0,Unknown,AMD
299,299,AMD Athlon 64 3700+,CPU,2005-04-14,130.0,83.0,,105.0,2400.0,Unknown,AMD
300,300,AMD Athlon II X4 638,CPU,2012-02-06,32.0,65.0,228.0,1178.0,2700.0,Unknown,AMD
301,301,AMD Sempron 3800+,CPU,2006-10-23,90.0,62.0,103.0,81.0,2200.0,Unknown,AMD
302,302,Intel Pentium 2117U,CPU,2012-09-01,22.0,17.0,118.0,1400.0,1800.0,Intel,Intel
303,303,AMD Athlon 800,CPU,2000-06-05,180.0,45.0,120.0,37.0,800.0,Unknown,AMD
304,304,Intel Core 2 Quad Q7600,CPU,2009-08-31,45.0,95.0,82.0,456.0,2700.0,Intel,Intel
305,305,Intel Xeon E7-8870,CPU,2011-04-03,32.0,130.0,513.0,2600.0,2400.0,Intel,Intel
306,306,AMD FX-8350,CPU,2012-10-23,32.0,125.0,315.0,1200.0,4000.0,Unknown,AMD
307,307,AMD Athlon 64 X2 4400+ EE,CPU,2006-05-23,90.0,65.0,220.0,154.0,2200.0,Unknown,AMD
308,308,Intel Core 2 Duo T5200,CPU,2006-07-27,65.0,35.0,143.0,,1600.0,Intel,Intel
309,309,AMD Opteron 4386,CPU,2012-12-04,32.0,95.0,315.0,1200.0,3100.0,Unknown,AMD
310,310,Intel Xeon W5580,CPU,2009-03-30,45.0,130.0,263.0,731.0,3200.0,Intel,Intel
311,311,AMD Athlon X2 BE-2400,CPU,2007-10-08,65.0,45.0,126.0,154.0,2300.0,Unknown,AMD
312,312,AMD Phenom II X4 920,CPU,2009-01-08,45.0,125.0,258.0,758.0,2800.0,Unknown,AMD
313,313,Intel Core i3-7350K,CPU,2017-01-03,14.0,60.0,,,4200.0,Intel,Intel
314,314,AMD Sempron 2500+,CPU,2005-07-07,90.0,62.0,84.0,63.0,1400.0,Unknown,AMD
315,315,Intel Xeon Phi 7235,CPU,2017-12-01,14.0,250.0,,8000.0,1300.0,Intel,Intel
316,316,AMD Sempron 3500+,CPU,2005-10-01,90.0,62.0,84.0,63.0,2000.0,Unknown,AMD
317,317,AMD Opteron 250,CPU,2004-05-18,130.0,89.0,193.0,106.0,2400.0,Unknown,AMD
318,318,Intel Xeon MP 7030 Dual-Core,CPU,2005-12-01,90.0,135.0,213.0,200.0,2833.0,Intel,Intel
319,319,Intel Core i5-9600K,CPU,2018-10-19,14.0,95.0,,,3700.0,Intel,Intel
320,320,AMD FX-8170,CPU,2012-10-23,32.0,125.0,315.0,1200.0,3900.0,Unknown,AMD
321,321,AMD Opteron 850,CPU,2004-12-01,90.0,85.0,,106.0,2400.0,Unknown,AMD
322,322,Intel Core i5-10300H,CPU,2020-09-17,14.0,45.0,,,2500.0,Intel,Intel
323,323,Intel Core i7-5557U,CPU,2015-03-01,14.0,28.0,,,3100.0,Intel,Intel
324,324,Intel Core i7-2860QM,CPU,2011-09-04,32.0,45.0,216.0,1160.0,2500.0,Intel,Intel
325,325,Intel Core i7-9750HF,CPU,2019-04-23,14.0,45.0,149.0,,2600.0,Intel,Intel
326,326,Intel Pentium 350,CPU,2011-11-21,32.0,15.0,131.0,504.0,1200.0,Intel,Intel
327,327,AMD Ryzen 5 2600X,CPU,2018-04-19,12.0,95.0,192.0,4800.0,3600.0,GF,AMD
328,328,Intel Core M-5Y70,CPU,2014-09-05,14.0,5.0,50.0,,1100.0,Intel,Intel
329,329,Intel Pentium 4 HT 2.40,CPU,2003-05-21,130.0,66.0,131.0,55.0,2400.0,Intel,Intel
330,330,AMD Ryzen 7 4700U,CPU,2020-01-06,7.0,25.0,156.0,9800.0,1800.0,TSMC,AMD
331,331,Intel Atom E620T,CPU,2010-09-14,45.0,3.0,26.0,47.0,600.0,Intel,Intel
332,332,AMD Opteron 43GK HE,CPU,2012-12-04,32.0,65.0,315.0,1200.0,2600.0,Unknown,AMD
333,333,AMD Athlon X2 7450,CPU,2008-12-15,65.0,95.0,285.0,450.0,2400.0,Unknown,AMD
334,334,Intel Atom E3825,CPU,2013-10-08,22.0,6.0,,,1333.0,Intel,Intel
335,335,Intel Celeron N2808,CPU,2014-05-22,22.0,4.0,,,1580.0,Intel,Intel
336,336,AMD Ryzen 5 1500X,CPU,2017-04-11,14.0,65.0,192.0,4800.0,3500.0,GF,AMD
337,337,AMD Athlon 64 X2 4400+,CPU,2006-05-23,90.0,110.0,199.0,233.0,2200.0,Unknown,AMD
338,338,AMD A4-4300M,CPU,2012-05-15,32.0,35.0,246.0,1303.0,2500.0,Unknown,AMD
339,339,Intel Core i5-670,CPU,2010-01-07,32.0,73.0,81.0,382.0,3466.0,Intel,Intel
340,340,Intel Xeon Platinum 8358,CPU,2021-04-06,10.0,250.0,,,2600.0,Intel,Intel
341,341,Intel Core 2 Duo U7600,CPU,2007-04-27,65.0,10.0,111.0,293.0,1200.0,Intel,Intel
342,342,Intel Core i7-4760HQ,CPU,2014-02-01,22.0,47.0,264.0,1400.0,2100.0,Intel,Intel
343,343,Intel Pentium D 940,CPU,2006-01-16,65.0,130.0,140.0,376.0,3200.0,Intel,Intel
344,344,AMD Turion 64 MT-37,CPU,2005-08-08,90.0,25.0,125.0,114.0,2000.0,Unknown,AMD
345,345,Intel Core i5-4300M,CPU,2013-09-01,22.0,37.0,118.0,1400.0,2600.0,Intel,Intel
346,346,Intel Core i7-3635QM,CPU,2012-09-01,22.0,45.0,160.0,1480.0,2400.0,Intel,Intel
347,347,AMD Opteron 6376,CPU,2012-11-05,32.0,115.0,315.0,2400.0,2300.0,Unknown,AMD
348,348,AMD EPYC 72F3,CPU,2021-03-15,7.0,180.0,,,3700.0,TSMC,AMD
349,349,AMD Opteron 244,CPU,2003-08-05,130.0,82.0,193.0,106.0,1800.0,Unknown,AMD
350,350,Intel Core i5-3330S,CPU,2012-09-03,22.0,77.0,133.0,,2700.0,Intel,Intel
351,351,Intel Xeon Platinum 8352S,CPU,2021-04-06,10.0,205.0,,,2200.0,Intel,Intel
352,352,Intel Pentium 4 2.40,CPU,2004-03-01,90.0,110.0,109.0,125.0,2400.0,Intel,Intel
353,353,Intel Xeon MP 3.00,CPU,2005-03-29,90.0,135.0,,286.0,3000.0,Intel,Intel
354,354,Intel Xeon E5-2695 v2,CPU,2013-09-01,22.0,115.0,160.0,1400.0,2400.0,Intel,Intel
355,355,Intel Pentium M 725,CPU,2004-06-23,90.0,21.0,84.0,140.0,1600.0,Intel,Intel
356,356,AMD Sempron 2800+,CPU,2005-07-15,90.0,25.0,,69.0,1600.0,Unknown,AMD
357,357,Intel Xeon 5110,CPU,2006-06-26,65.0,65.0,,,1600.0,Intel,Intel
358,358,AMD A4-3320M,CPU,2011-12-20,32.0,35.0,228.0,1178.0,2000.0,Unknown,AMD
359,359,Intel Mobile Pentium 4 2.80,CPU,2003-06-11,130.0,68.0,131.0,55.0,2800.0,Intel,Intel
360,360,Intel Core i7-4960X,CPU,2013-09-03,22.0,130.0,257.0,1860.0,3600.0,Intel,Intel
361,361,Intel Core i3-9350K,CPU,2019-04-23,14.0,91.0,,,4000.0,Intel,Intel
362,362,AMD Athlon II X2 250e,CPU,2010-09-21,45.0,45.0,117.0,410.0,3000.0,Unknown,AMD
363,363,AMD Athlon 64 X2 6000+,CPU,2007-08-20,65.0,89.0,126.0,154.0,3100.0,Unknown,AMD
364,364,AMD Athlon 64 LE-1620,CPU,2007-10-08,90.0,45.0,230.0,227.0,2400.0,Unknown,AMD
365,365,Intel Celeron 2.40,CPU,2003-03-31,130.0,73.0,146.0,55.0,2400.0,Intel,Intel
366,366,AMD EPYC 7232P,CPU,2019-08-07,7.0,120.0,74.0,3800.0,3100.0,TSMC,AMD
367,367,Intel Atom CE4150,CPU,2009-09-24,45.0,7.0,26.0,47.0,1200.0,Intel,Intel
368,368,AMD Athlon II X2 220,CPU,2010-09-21,45.0,65.0,117.0,410.0,2800.0,Unknown,AMD
369,369,AMD Opteron 4334,CPU,2012-12-04,32.0,95.0,315.0,1200.0,3100.0,Unknown,AMD
370,370,Intel Core i9-9940X,CPU,2018-10-19,14.0,165.0,,,3300.0,Intel,Intel
371,371,Intel Core 2 Quad Q9400,CPU,2008-08-10,45.0,95.0,81.0,456.0,2666.0,Intel,Intel
372,372,Intel Xeon E7-8891 v3,CPU,2015-06-01,22.0,165.0,160.0,1400.0,2800.0,Intel,Intel
373,373,Intel Pentium 967,CPU,2011-10-02,32.0,17.0,131.0,504.0,1300.0,Intel,Intel
374,374,Intel Core i9-9990XE,CPU,2018-10-19,14.0,255.0,,,4000.0,Intel,Intel
375,375,Intel Core i7-1160G7,CPU,2020-09-02,10.0,15.0,,,1200.0,Intel,Intel
376,376,AMD Athlon 900,CPU,2000-06-05,180.0,50.0,120.0,37.0,900.0,Unknown,AMD
377,377,Intel Celeron G460,CPU,2011-12-12,32.0,35.0,131.0,504.0,1800.0,Intel,Intel
378,378,Intel Core i7-6700T,CPU,2015-09-01,14.0,35.0,,,2800.0,Intel,Intel
379,379,AMD FX-6350,CPU,2013-04-29,32.0,125.0,315.0,1200.0,3900.0,Unknown,AMD
380,380,Intel Celeron G3900,CPU,2015-09-01,14.0,51.0,150.0,1400.0,2800.0,Intel,Intel
381,381,Intel Pentium G850,CPU,2011-05-22,32.0,65.0,131.0,504.0,2900.0,Intel,Intel
382,382,AMD EPYC 7742,CPU,2019-08-07,7.0,225.0,74.0,3800.0,2250.0,TSMC,AMD
383,383,Intel Core i7-4810MQ,CPU,2014-01-20,22.0,47.0,177.0,1400.0,2800.0,Intel,Intel
384,384,Intel Core i9-9920X,CPU,2018-10-19,14.0,165.0,,,3500.0,Intel,Intel
385,385,Intel Core 2 Duo E8600,CPU,2008-08-08,45.0,65.0,107.0,410.0,3333.0,Intel,Intel
386,386,AMD Sempron LE-1150,CPU,2007-08-01,65.0,45.0,,,2000.0,Unknown,AMD
387,387,AMD Phenom II X6 1090T BE,CPU,2010-04-27,45.0,125.0,346.0,904.0,3200.0,Unknown,AMD
388,388,Intel Xeon 7130M,CPU,2006-08-27,65.0,150.0,435.0,1328.0,3200.0,Intel,Intel
389,389,Intel Core i3-4160T,CPU,2014-07-21,22.0,35.0,177.0,1400.0,3100.0,Intel,Intel
390,390,AMD Sempron 130,CPU,2011-08-01,45.0,45.0,117.0,234.0,2600.0,Unknown,AMD
391,391,Intel Atom N470,CPU,2010-03-01,45.0,7.0,66.0,123.0,1834.0,Intel,Intel
392,392,AMD Sempron 3100+,CPU,2005-05-03,90.0,62.0,,63.0,1800.0,Unknown,AMD
393,393,Intel Core Duo LV L2500,CPU,2006-09-03,65.0,15.0,90.0,151.0,1833.0,Intel,Intel
394,394,AMD Sempron 2300+,CPU,2004-07-28,130.0,62.0,80.0,37.0,1583.0,Unknown,AMD
395,395,AMD A10-5700,CPU,2012-10-02,32.0,65.0,246.0,1178.0,3400.0,Unknown,AMD
396,396,AMD A4-1350,CPU,2013-10-18,32.0,8.0,246.0,1178.0,1000.0,Unknown,AMD
397,397,Intel Pentium III 1000,CPU,2001-06-01,180.0,29.0,80.0,44.0,1000.0,Intel,Intel
398,398,Intel Core i3-10100,CPU,2020-04-30,14.0,65.0,,,3600.0,Intel,Intel
399,399,Intel Atom Z530,CPU,2008-04-02,45.0,2.0,26.0,47.0,1600.0,Intel,Intel
400,400,Intel Xeon W3580,CPU,2009-08-09,45.0,130.0,263.0,731.0,3333.0,Intel,Intel
401,401,Intel Core i5-9600KF,CPU,2019-01-08,14.0,95.0,,,3700.0,Intel,Intel
402,402,AMD Athlon 64 3800+,CPU,2006-05-23,90.0,62.0,183.0,154.0,2400.0,Unknown,AMD
403,403,AMD Opteron 250,CPU,2004-12-01,90.0,85.0,,106.0,2400.0,Unknown,AMD
404,404,AMD Athlon 64 X2 4600+ EE,CPU,2006-05-23,90.0,65.0,220.0,154.0,2400.0,Unknown,AMD
405,405,Intel Core i5-2435M,CPU,2011-09-01,32.0,35.0,149.0,624.0,2400.0,Intel,Intel
406,406,AMD Athlon XP 2200+,CPU,2003-09-01,130.0,63.0,,63.0,1800.0,Unknown,AMD
407,407,AMD Athlon 1200,CPU,2000-10-17,180.0,66.0,120.0,37.0,1200.0,Unknown,AMD
408,408,Intel Pentium III  800,CPU,2001-06-01,180.0,38.0,80.0,44.0,800.0,Intel,Intel
409,409,AMD Athlon XP-M 2200+,CPU,2001-01-01,130.0,45.0,101.0,63.0,1667.0,Unknown,AMD
410,410,Intel Pentium 4-M 1.40,CPU,2002-04-23,130.0,21.0,131.0,55.0,1400.0,Intel,Intel
411,411,Intel Core i3-2377M,CPU,2012-09-01,32.0,17.0,149.0,624.0,1500.0,Intel,Intel
412,412,Intel Atom D510,CPU,2009-12-21,45.0,13.0,66.0,176.0,1667.0,Intel,Intel
413,413,Intel Core i7-5775C,CPU,2015-05-15,14.0,65.0,,,3300.0,Intel,Intel
414,414,Intel Core Duo T2250,CPU,2006-05-01,65.0,31.0,90.0,151.0,1733.0,Intel,Intel
415,415,Intel Atom N455,CPU,2010-06-01,45.0,7.0,66.0,123.0,1667.0,Intel,Intel
416,416,Intel Core i7-10510Y,CPU,2019-08-21,14.0,9.0,,,1200.0,Intel,Intel
417,417,Intel Pentium D 840,CPU,2005-05-26,90.0,130.0,206.0,169.0,3200.0,Intel,Intel
418,418,Intel Xeon E5-2609 v2,CPU,2013-09-01,22.0,80.0,160.0,1400.0,2500.0,Intel,Intel
419,419,Intel Core 2 Duo E4600,CPU,2007-10-21,65.0,65.0,111.0,167.0,2400.0,Intel,Intel
420,420,Intel Xeon E7-8893 v3,CPU,2015-06-01,22.0,140.0,160.0,1400.0,3200.0,Intel,Intel
421,421,Intel Core i7-620M,CPU,2010-01-07,32.0,35.0,81.0,384.0,2677.0,Intel,Intel
422,422,AMD Phenom II X3 B75,CPU,2009-10-01,45.0,95.0,258.0,758.0,3000.0,Unknown,AMD
423,423,AMD Athlon 64 3000+,CPU,2004-04-27,130.0,89.0,144.0,69.0,1800.0,Unknown,AMD
424,424,AMD Athlon 64 3200+,CPU,2001-01-01,130.0,89.0,193.0,105.0,2200.0,Unknown,AMD
425,425,Intel Xeon 3.06,CPU,2003-07-14,130.0,97.0,237.0,286.0,3066.0,Intel,Intel
426,426,Intel Pentium 4 HT 520,CPU,2004-06-21,90.0,84.0,109.0,125.0,2800.0,Intel,Intel
427,427,AMD Athlon 64 FX-51,CPU,2003-09-23,130.0,89.0,193.0,105.0,2200.0,Unknown,AMD
428,428,Intel Xeon E3-1280 v5,CPU,2015-10-19,14.0,80.0,160.0,1400.0,3700.0,Intel,Intel
429,429,AMD Athlon II X3 455,CPU,2010-12-07,45.0,95.0,169.0,300.0,3300.0,Unknown,AMD
430,430,Intel Pentium 4 2.0,CPU,2001-01-01,130.0,110.0,146.0,55.0,2000.0,Intel,Intel
431,431,AMD Ryzen 7 2700,CPU,2018-04-19,12.0,65.0,192.0,4800.0,3200.0,GF,AMD
432,432,Intel Core i7-9700KF,CPU,2019-01-08,14.0,95.0,,,3600.0,Intel,Intel
433,433,Intel Celeron 2.30,CPU,2003-03-31,130.0,73.0,146.0,55.0,2300.0,Intel,Intel
434,434,AMD Athlon 750,CPU,2000-06-05,180.0,43.0,120.0,37.0,750.0,Unknown,AMD
435,435,AMD Sempron 150,CPU,2010-12-07,45.0,45.0,117.0,234.0,2900.0,Unknown,AMD
436,436,AMD Athlon 1200,CPU,2000-10-31,180.0,66.0,120.0,37.0,1200.0,Unknown,AMD
437,437,Intel Core 2 Duo T7600G,CPU,2006-12-27,65.0,35.0,143.0,293.0,2333.0,Intel,Intel
438,438,Intel Core i5-8420,CPU,2018-09-01,14.0,65.0,,,2900.0,Intel,Intel
439,439,Intel Core i7-3970X,CPU,2012-11-01,32.0,150.0,435.0,2270.0,3500.0,Intel,Intel
440,440,AMD Mobile Athlon 64 3400+,CPU,2005-08-01,130.0,62.0,193.0,106.0,2200.0,Unknown,AMD
441,441,AMD Opteron 6168,CPU,2010-03-29,45.0,115.0,346.0,1800.0,1900.0,Unknown,AMD
442,442,AMD Athlon X2 QL-65,CPU,2008-12-01,65.0,35.0,,,2100.0,Unknown,AMD
443,443,AMD Athlon XP 2800+ DTR,CPU,2001-01-01,130.0,68.0,101.0,63.0,2083.0,Unknown,AMD
444,444,Intel Atom E660,CPU,2010-09-14,45.0,3.0,26.0,47.0,1300.0,Intel,Intel
445,445,Intel Core i5-3475S,CPU,2012-06-01,22.0,65.0,160.0,1400.0,2900.0,Intel,Intel
446,446,AMD C-50,CPU,2011-01-04,40.0,9.0,75.0,,1000.0,Unknown,AMD
447,447,AMD Athlon 64 FX-74,CPU,2006-11-30,90.0,125.0,235.0,227.0,3000.0,Unknown,AMD
448,448,Intel Atom N280,CPU,2008-06-03,45.0,3.0,26.0,47.0,1667.0,Intel,Intel
449,449,AMD Turion 64 ML-40,CPU,2005-06-22,90.0,35.0,125.0,114.0,2200.0,Unknown,AMD
450,450,Intel Celeron 2.80,CPU,2003-11-03,130.0,73.0,146.0,55.0,2800.0,Intel,Intel
451,451,Intel Pentium G630T,CPU,2011-09-04,32.0,35.0,131.0,504.0,2300.0,Intel,Intel
452,452,AMD Phenom II X3 B73,CPU,2009-10-01,45.0,95.0,258.0,758.0,2800.0,Unknown,AMD
453,453,AMD Ryzen 3 1300X,CPU,2017-07-27,14.0,65.0,192.0,4800.0,3400.0,GF,AMD
454,454,Intel Pentium M 715,CPU,2004-06-23,90.0,21.0,84.0,140.0,1500.0,Intel,Intel
455,455,Intel Xeon 5150,CPU,2006-06-26,65.0,65.0,,,2666.0,Intel,Intel
456,456,Intel Pentium D 840 EE,CPU,2005-05-01,90.0,130.0,206.0,169.0,3200.0,Intel,Intel
457,457,AMD Athlon X2 4050e,CPU,2008-04-21,65.0,45.0,126.0,154.0,2100.0,Unknown,AMD
458,458,Intel Core i7-4790S,CPU,2014-05-01,22.0,65.0,177.0,1400.0,3100.0,Intel,Intel
459,459,AMD Ryzen 5 PRO 3500U,CPU,2019-04-08,12.0,15.0,210.0,4940.0,2100.0,GF,AMD
460,460,Intel Xeon E3-1280,CPU,2011-04-03,32.0,95.0,216.0,1160.0,3500.0,Intel,Intel
461,461,Intel Core 2 Duo U7600,CPU,2007-04-27,65.0,10.0,111.0,293.0,1200.0,Intel,Intel
462,462,AMD Athlon XP 2400+,CPU,2002-08-21,130.0,68.0,80.0,63.0,2000.0,Unknown,AMD
463,463,AMD E1-2100,CPU,2013-05-23,32.0,9.0,246.0,1178.0,1000.0,Unknown,AMD
464,464,AMD EPYC 7401P,CPU,2017-06-29,14.0,170.0,213.0,4800.0,2000.0,GF,AMD
465,465,Intel Core i5-1135G7,CPU,2020-09-02,10.0,28.0,,,2400.0,Intel,Intel
466,466,AMD Turion X2 Ultra ZM-87,CPU,2008-06-01,65.0,35.0,,,2400.0,Unknown,AMD
467,467,Intel Xeon 7140M,CPU,2006-08-27,65.0,150.0,435.0,1328.0,3400.0,Intel,Intel
468,468,Intel Xeon E5-2650 v2,CPU,2013-09-01,22.0,95.0,160.0,1400.0,2600.0,Intel,Intel
469,469,Intel Atom Z620,CPU,2010-05-04,45.0,1.0,65.0,140.0,900.0,Intel,Intel
470,470,Intel Xeon 2.0,CPU,2002-02-25,130.0,89.0,217.0,55.0,2000.0,Intel,Intel
471,471,AMD Phenom II X3 705e,CPU,2009-06-02,45.0,65.0,258.0,758.0,2500.0,Unknown,AMD
472,472,Intel Pentium 4 511,CPU,2005-01-01,90.0,84.0,109.0,125.0,2800.0,Intel,Intel
473,473,AMD Athlon XP 3000+,CPU,2001-01-01,130.0,68.0,101.0,63.0,2100.0,Unknown,AMD
474,474,AMD Phenom II X3 700e,CPU,2009-06-02,45.0,65.0,258.0,758.0,2400.0,Unknown,AMD
475,475,AMD Opteron 842,CPU,2003-09-09,130.0,82.0,193.0,106.0,1600.0,Unknown,AMD
476,476,AMD Sempron 3000+,CPU,2001-01-01,130.0,25.0,144.0,69.0,1800.0,Unknown,AMD
477,477,Intel Pentium 4 1.8A,CPU,2001-07-02,180.0,67.0,217.0,42.0,1800.0,Intel,Intel
478,478,Intel Core i5-8500T,CPU,2018-04-02,14.0,35.0,,,2100.0,Intel,Intel
479,479,AMD Opteron X2 270 HE,CPU,2005-12-01,90.0,55.0,,233.0,2000.0,Unknown,AMD
480,480,Intel Xeon 7110M,CPU,2006-08-27,65.0,95.0,435.0,1328.0,2600.0,Intel,Intel
481,481,AMD FX-8140,CPU,2012-10-23,32.0,95.0,315.0,1200.0,3200.0,Unknown,AMD
482,482,Intel Atom D2550,CPU,2011-11-01,32.0,10.0,66.0,176.0,1867.0,Intel,Intel
483,483,Intel Celeron G3920,CPU,2015-09-01,14.0,51.0,150.0,1400.0,2900.0,Intel,Intel
484,484,AMD Ryzen 5 3400G,CPU,2019-07-07,12.0,65.0,210.0,4940.0,3700.0,GF,AMD
485,485,Intel Core i3-8145U,CPU,2018-10-01,10.0,28.0,123.0,,2100.0,Intel,Intel
486,486,AMD Athlon 64 X2 6000+,CPU,2007-02-20,90.0,125.0,220.0,227.0,3000.0,Unknown,AMD
487,487,AMD Ryzen 3 PRO 4350GE,CPU,2020-07-21,7.0,35.0,,,3500.0,TSMC,AMD
488,488,Intel Core 2 Duo E6600,CPU,2006-07-27,65.0,65.0,143.0,291.0,2400.0,Intel,Intel
489,489,AMD EPYC 7272,CPU,2019-08-07,7.0,120.0,74.0,3800.0,2600.0,TSMC,AMD
490,490,Intel Core i3-8350K,CPU,2017-10-05,14.0,91.0,,,4000.0,Intel,Intel
491,491,AMD Athlon 64 LE-1660,CPU,2008-05-01,65.0,45.0,77.0,122.0,2800.0,Unknown,AMD
492,492,Intel Pentium SU4100,CPU,2009-09-01,45.0,10.0,107.0,410.0,1300.0,Intel,Intel
493,493,AMD Athlon 64 2800+,CPU,2004-04-27,130.0,89.0,144.0,69.0,1800.0,Unknown,AMD
494,494,AMD Turion X2 Ultra ZM-88,CPU,2008-12-01,65.0,35.0,,,2500.0,Unknown,AMD
